Description	lab	award	annotation_type	assay_term_name	organism	biosample_ontology	experimental_input	aliases	software_used	disease_term_id
ENCODE-rE2G predictions for foreskin melanocyte; Donor: ENCDO686OPO	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_CL_2000045/	ENCSR518JGY	jesse-engreitz:encode_re2g_predictions_foreskin_melanocyte_ENCSR518JGY	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for HK-2; Donor: ENCDO592BBN	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0003771/	ENCSR634YVQ	jesse-engreitz:encode_re2g_predictions_HK-2_ENCSR634YVQ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for Jurkat, Clone E6-1; Donor: ENCDO000AAY	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0007045/	ENCSR000EOS	jesse-engreitz:encode_re2g_predictions_Jurkat__Clone_E6-1_ENCSR000EOS	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for AG20443; Donor: ENCDO184AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0011092/	ENCSR000EIX	jesse-engreitz:encode_re2g_predictions_AG20443_ENCSR000EIX	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for GM03348; Donor: ENCDO186AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0016536/	ENCSR000EIT	jesse-engreitz:encode_re2g_predictions_GM03348_ENCSR000EIT	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for GM03348; Donor: ENCDO186AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0016536/	ENCSR000EIR	jesse-engreitz:encode_re2g_predictions_GM03348_ENCSR000EIR	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for GM03348; Donor: ENCDO186AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0016536/	ENCSR000EIS	jesse-engreitz:encode_re2g_predictions_GM03348_ENCSR000EIS	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for GM04504; Donor: ENCDO000AAJ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0018812/	ENCSR000EMP	jesse-engreitz:encode_re2g_predictions_GM04504_ENCSR000EMP	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for GM04503; Donor: ENCDO009AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0018813/	ENCSR000EMO	jesse-engreitz:encode_re2g_predictions_GM04503_ENCSR000EMO	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for AG10803; Donor: ENCDO442SWC	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0021511/	ENCSR000EMB	jesse-engreitz:encode_re2g_predictions_AG10803_ENCSR000EMB	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for AG09309; Donor: ENCDO002AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0021752/	ENCSR000ELZ	jesse-engreitz:encode_re2g_predictions_AG09309_ENCSR000ELZ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for AG09319; Donor: ENCDO373ZSZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0021754/	ENCSR000EMA	jesse-engreitz:encode_re2g_predictions_AG09319_ENCSR000EMA	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for AG08396; Donor: ENCDO016AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0033902/	ENCSR000EIW	jesse-engreitz:encode_re2g_predictions_AG08396_ENCSR000EIW	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for AG08395; Donor: ENCDO016AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0033911/	ENCSR000EIV	jesse-engreitz:encode_re2g_predictions_AG08395_ENCSR000EIV	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for AG04449; Donor: ENCDO001AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_CLO_0034837/	ENCSR000ELX	jesse-engreitz:encode_re2g_predictions_AG04449_ENCSR000ELX	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for RCC; Donor: ENCDO421EJG	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0000681/	ENCSR337IRF	jesse-engreitz:encode_re2g_predictions_RCC_ENCSR337IRF	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR406EMB	jesse-engreitz:encode_re2g_predictions_A549_ENCSR406EMB	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR384KCZ	jesse-engreitz:encode_re2g_predictions_A549_ENCSR384KCZ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR128IVG	jesse-engreitz:encode_re2g_predictions_A549_ENCSR128IVG	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR523FJT	jesse-engreitz:encode_re2g_predictions_A549_ENCSR523FJT	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR837VHE	jesse-engreitz:encode_re2g_predictions_A549_ENCSR837VHE	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR294XUZ	jesse-engreitz:encode_re2g_predictions_A549_ENCSR294XUZ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR599WJC	jesse-engreitz:encode_re2g_predictions_A549_ENCSR599WJC	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR565WPR	jesse-engreitz:encode_re2g_predictions_A549_ENCSR565WPR	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR077EYC	jesse-engreitz:encode_re2g_predictions_A549_ENCSR077EYC	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR347CEH	jesse-engreitz:encode_re2g_predictions_A549_ENCSR347CEH	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR660OQE	jesse-engreitz:encode_re2g_predictions_A549_ENCSR660OQE	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR000EIE	jesse-engreitz:encode_re2g_predictions_A549_ENCSR000EIE	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR000ELW	jesse-engreitz:encode_re2g_predictions_A549_ENCSR000ELW	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A549; Donor: ENCDO000AAZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001086/	ENCSR136DNA	jesse-engreitz:encode_re2g_predictions_A549_ENCSR136DNA	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for Caco-2; Donor: ENCDO000ACR	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001099/	ENCSR000EMI	jesse-engreitz:encode_re2g_predictions_Caco-2_ENCSR000EMI	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for Caco-2; Donor: ENCDO000ACR	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001099/	ENCSR030HFV	jesse-engreitz:encode_re2g_predictions_Caco-2_ENCSR030HFV	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for Caco-2; Donor: ENCDO000ACR	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001099/	ENCSR255STJ	jesse-engreitz:encode_re2g_predictions_Caco-2_ENCSR255STJ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for HEK293T; Donor: ENCDO000ABF	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001184/	ENCSR000EJR	jesse-engreitz:encode_re2g_predictions_HEK293T_ENCSR000EJR	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for HepG2; Donor: ENCDO000AAC	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001187/	ENCSR000EJV	jesse-engreitz:encode_re2g_predictions_HepG2_ENCSR000EJV	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for HepG2; Donor: ENCDO000AAC	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001187/	ENCSR149XIL	jesse-engreitz:encode_re2g_predictions_HepG2_ENCSR149XIL	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for HT-29; Donor: ENCDO347AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001193/	ENCSR814KRX	jesse-engreitz:encode_re2g_predictions_HT-29_ENCSR814KRX	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for IMR-90; Donor: ENCDO000AAX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001196/	ENCSR000EKG	jesse-engreitz:encode_re2g_predictions_IMR-90_ENCSR000EKG	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for IMR-90; Donor: ENCDO000AAX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001196/	ENCSR477RTP	jesse-engreitz:encode_re2g_predictions_IMR-90_ENCSR477RTP	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for MCF 10A; Donor: ENCDO000AAP	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001200/	ENCSR752EPH	jesse-engreitz:encode_re2g_predictions_MCF_10A_ENCSR752EPH	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for MCF 10A; Donor: ENCDO000AAP	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001200/	ENCSR385SZQ	jesse-engreitz:encode_re2g_predictions_MCF_10A_ENCSR385SZQ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for MCF 10A; Donor: ENCDO000AAP	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001200/	ENCSR789VGQ	jesse-engreitz:encode_re2g_predictions_MCF_10A_ENCSR789VGQ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for MCF-7; Donor: ENCDO000AAE	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001203/	ENCSR000EPI	jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EPI	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for MCF-7; Donor: ENCDO000AAE	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001203/	ENCSR000EKY	jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EKY	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for MCF-7; Donor: ENCDO000AAE	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001203/	ENCSR000EKX	jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EKX	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for MCF-7; Donor: ENCDO000AAE	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001203/	ENCSR000EKW	jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EKW	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for MCF-7; Donor: ENCDO000AAE	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001203/	ENCSR000EKV	jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EKV	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for MCF-7; Donor: ENCDO000AAE	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001203/	ENCSR000EKZ	jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EKZ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for MCF-7; Donor: ENCDO000AAE	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001203/	ENCSR000EPH	jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EPH	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for NCI-H929; Donor: ENCDO220OYR	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001221/	ENCSR090SMP	jesse-engreitz:encode_re2g_predictions_NCI-H929_ENCSR090SMP	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for RKO; Donor: ENCDO035MMY	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001232/	ENCSR429RHR	jesse-engreitz:encode_re2g_predictions_RKO_ENCSR429RHR	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for T47D; Donor: ENCDO000ABA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001247/	ENCSR000ELS	jesse-engreitz:encode_re2g_predictions_T47D_ENCSR000ELS	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for T47D; Donor: ENCDO000ABA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001247/	ENCSR000ELT	jesse-engreitz:encode_re2g_predictions_T47D_ENCSR000ELT	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for T47D; Donor: ENCDO000ABA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001247/	ENCSR000EQB	jesse-engreitz:encode_re2g_predictions_T47D_ENCSR000EQB	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for WI38; Donor: ENCDO000ADU	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001260/	ENCSR000EQM	jesse-engreitz:encode_re2g_predictions_WI38_ENCSR000EQM	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for WI38; Donor: ENCDO000ADU	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0001260/	ENCSR000EQN	jesse-engreitz:encode_re2g_predictions_WI38_ENCSR000EQN	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for HT1080; Donor: ENCDO033CRF	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002059/	ENCSR000FDI	jesse-engreitz:encode_re2g_predictions_HT1080_ENCSR000FDI	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for K562; Donor: ENCDO000AAD	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002067/	ENCSR000EKO	jesse-engreitz:encode_re2g_predictions_K562_ENCSR000EKO	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for K562; Donor: ENCDO000AAD	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002067/	ENCSR000EKR	jesse-engreitz:encode_re2g_predictions_K562_ENCSR000EKR	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for K562; Donor: ENCDO000AAD	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002067/	ENCSR000EKN	jesse-engreitz:encode_re2g_predictions_K562_ENCSR000EKN	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for K562; Donor: ENCDO000AAD	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002067/	ENCSR000EKP	jesse-engreitz:encode_re2g_predictions_K562_ENCSR000EKP	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for K562; Donor: ENCDO000AAD	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002067/	ENCSR000EKQ	jesse-engreitz:encode_re2g_predictions_K562_ENCSR000EKQ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for K562; Donor: ENCDO000AAD	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002067/	ENCSR000EKS	jesse-engreitz:encode_re2g_predictions_K562_ENCSR000EKS	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for K562; Donor: ENCDO000AAD	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002067/	ENCSR000EOT	jesse-engreitz:encode_re2g_predictions_K562_ENCSR000EOT	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for PC-3; Donor: ENCDO349AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002074/	ENCSR052AWE	jesse-engreitz:encode_re2g_predictions_PC-3_ENCSR052AWE	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for SW480; Donor: ENCDO499CXJ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002083/	ENCSR217SET	jesse-engreitz:encode_re2g_predictions_SW480_ENCSR217SET	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A172; Donor: ENCDO934VEN	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002101/	ENCSR932KWJ	jesse-engreitz:encode_re2g_predictions_A172_ENCSR932KWJ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A673; Donor: ENCDO027VXA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002106/	ENCSR114QAK	jesse-engreitz:encode_re2g_predictions_A673_ENCSR114QAK	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for A673; Donor: ENCDO027VXA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002106/	ENCSR346JWH	jesse-engreitz:encode_re2g_predictions_A673_ENCSR346JWH	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for ACHN; Donor: ENCDO627NDO	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002108/	ENCSR257BGZ	jesse-engreitz:encode_re2g_predictions_ACHN_ENCSR257BGZ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for COLO829; Donor: ENCDO000ACS	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002140/	ENCSR000EIN	jesse-engreitz:encode_re2g_predictions_COLO829_ENCSR000EIN	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for Caki2; Donor: ENCDO140IFG	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002150/	ENCSR515EWI	jesse-engreitz:encode_re2g_predictions_Caki2_ENCSR515EWI	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for D341Med; Donor: ENCDO000ADA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/cell_line_EFO_0002157/	ENCSR000ELB	jesse-engreitz:encode_re2g_predictions_D341Med_ENCSR000ELB	encode:re2g_modelV2.0.0	
