Cluster	DNase_ENCODE_ID	DNase_Output_Type	thresholded_bigInteract	full_predictions	thresholded_bedpe	thresholded_predictions	thresholded_bedpe_SYNAPSE_ID	full_predictions_SYNAPSE_ID	thresholded_bigInteract_SYNAPSE_ID	thresholded_predictions_SYNAPSE_ID
immature_natural_killer_cell_ENCSR654LST	ENCFF799DXW	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_immature_natural_killer_cell_ENCSR654LST_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_immature_natural_killer_cell_ENCSR654LST_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_immature_natural_killer_cell_ENCSR654LST_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_immature_natural_killer_cell_ENCSR654LST_thresholded_predictions.tsv.gz	syn55176611	syn55176615	syn55176608	syn55176609
immature_natural_killer_cell_ENCSR696ZDW	ENCFF404EOG	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_immature_natural_killer_cell_ENCSR696ZDW_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_immature_natural_killer_cell_ENCSR696ZDW_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_immature_natural_killer_cell_ENCSR696ZDW_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_immature_natural_killer_cell_ENCSR696ZDW_thresholded_predictions.tsv.gz	syn55176616	syn55176619	syn55176612	syn55176614
hematopoietic_multipotent_progenitor_cell_ENCSR115YPI	ENCFF463GFS	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR115YPI_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR115YPI_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR115YPI_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR115YPI_thresholded_predictions.tsv.gz	syn55176620	syn55176624	syn55176617	syn55176618
hematopoietic_multipotent_progenitor_cell_ENCSR420NOA	ENCFF893TZO, ENCFF973FCP, ENCFF255ALH	alignments, alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR420NOA_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR420NOA_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR420NOA_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR420NOA_thresholded_predictions.tsv.gz	syn55176625	syn55176628	syn55176622	syn55176623
hematopoietic_multipotent_progenitor_cell_ENCSR855FOP	ENCFF936JCW, ENCFF014RMN	unfiltered alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR855FOP_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR855FOP_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR855FOP_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR855FOP_thresholded_predictions.tsv.gz	syn55176629	syn55176634	syn55176626	syn55176627
hematopoietic_multipotent_progenitor_cell_ENCSR937UWI	ENCFF551DAJ, ENCFF055PLA	unfiltered alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR937UWI_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR937UWI_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR937UWI_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR937UWI_thresholded_predictions.tsv.gz	syn55176635	syn55176638	syn55176632	syn55176633
hematopoietic_multipotent_progenitor_cell_ENCSR362JSZ	ENCFF185EZR, ENCFF110CNG	alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR362JSZ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR362JSZ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR362JSZ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR362JSZ_thresholded_predictions.tsv.gz	syn55176639	syn55176643	syn55176636	syn55176637
hematopoietic_multipotent_progenitor_cell_ENCSR493IAY	ENCFF035MBL	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR493IAY_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR493IAY_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR493IAY_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR493IAY_thresholded_predictions.tsv.gz	syn55176644	syn55176647	syn55176641	syn55176642
hematopoietic_multipotent_progenitor_cell_ENCSR148VUP	ENCFF527YEA, ENCFF608WXB	alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR148VUP_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR148VUP_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR148VUP_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR148VUP_thresholded_predictions.tsv.gz	syn55176648	syn55176652	syn55176645	syn55176646
hematopoietic_multipotent_progenitor_cell_ENCSR564JUY	ENCFF364CLH, ENCFF617ILG	alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR564JUY_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR564JUY_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR564JUY_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR564JUY_thresholded_predictions.tsv.gz	syn55176653	syn55176657	syn55176650	syn55176651
hematopoietic_multipotent_progenitor_cell_ENCSR845CFB	ENCFF406WNO, ENCFF209TPB, ENCFF733AWW	unfiltered alignments, alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR845CFB_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR845CFB_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR845CFB_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR845CFB_thresholded_predictions.tsv.gz	syn55176656	syn55176662	syn55176654	syn55176655
hematopoietic_multipotent_progenitor_cell_ENCSR000EMK	ENCFF904FRI	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR000EMK_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR000EMK_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR000EMK_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR000EMK_thresholded_predictions.tsv.gz	syn55176663	syn55176667	syn55176659	syn55176660
hematopoietic_multipotent_progenitor_cell_ENCSR098PTC	ENCFF286KAC, ENCFF814EOK	unfiltered alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR098PTC_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR098PTC_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR098PTC_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR098PTC_thresholded_predictions.tsv.gz	syn55176666	syn55176671	syn55176664	syn55176665
hematopoietic_multipotent_progenitor_cell_ENCSR328UMC	ENCFF688ECY	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR328UMC_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR328UMC_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR328UMC_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR328UMC_thresholded_predictions.tsv.gz	syn55176672	syn55176676	syn55176669	syn55176670
suppressor_macrophage_ENCSR011VJK	ENCFF603NEN	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_suppressor_macrophage_ENCSR011VJK_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR011VJK_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_suppressor_macrophage_ENCSR011VJK_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR011VJK_thresholded_predictions.tsv.gz	syn55176675	syn55176680	syn55176673	syn55176674
suppressor_macrophage_ENCSR405FAK	ENCFF105DAN	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_suppressor_macrophage_ENCSR405FAK_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR405FAK_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_suppressor_macrophage_ENCSR405FAK_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR405FAK_thresholded_predictions.tsv.gz	syn55176681	syn55176684	syn55176677	syn55176679
suppressor_macrophage_ENCSR564XXO	ENCFF663WLG	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_suppressor_macrophage_ENCSR564XXO_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR564XXO_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_suppressor_macrophage_ENCSR564XXO_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR564XXO_thresholded_predictions.tsv.gz	syn55176685	syn55176689	syn55176682	syn55176683
suppressor_macrophage_ENCSR069ICJ	ENCFF325VWJ	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_suppressor_macrophage_ENCSR069ICJ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR069ICJ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_suppressor_macrophage_ENCSR069ICJ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR069ICJ_thresholded_predictions.tsv.gz	syn55176690	syn55176694	syn55176687	syn55176688
suppressor_macrophage_ENCSR325GNM	ENCFF889KVB	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_suppressor_macrophage_ENCSR325GNM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR325GNM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_suppressor_macrophage_ENCSR325GNM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR325GNM_thresholded_predictions.tsv.gz	syn55176695	syn55176700	syn55176691	syn55176692
suppressor_macrophage_ENCSR367FKP	ENCFF380VRF, ENCFF471JQT	alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_suppressor_macrophage_ENCSR367FKP_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR367FKP_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_suppressor_macrophage_ENCSR367FKP_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR367FKP_thresholded_predictions.tsv.gz	syn55176699	syn55176703	syn55176697	syn55176698
suppressor_macrophage_ENCSR371CCL	ENCFF797DNO	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_suppressor_macrophage_ENCSR371CCL_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR371CCL_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_suppressor_macrophage_ENCSR371CCL_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR371CCL_thresholded_predictions.tsv.gz	syn55176704	syn55176708	syn55176701	syn55176702
suppressor_macrophage_ENCSR711AQM	ENCFF414KKQ	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_suppressor_macrophage_ENCSR711AQM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR711AQM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_suppressor_macrophage_ENCSR711AQM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_suppressor_macrophage_ENCSR711AQM_thresholded_predictions.tsv.gz	syn55176710	syn55176713	syn55176706	syn55176707
inflammatory_macrophage_ENCSR643ZGR	ENCFF410EXE	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_inflammatory_macrophage_ENCSR643ZGR_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_inflammatory_macrophage_ENCSR643ZGR_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_inflammatory_macrophage_ENCSR643ZGR_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_inflammatory_macrophage_ENCSR643ZGR_thresholded_predictions.tsv.gz	syn55176714	syn55176718	syn55176711	syn55176712
inflammatory_macrophage_ENCSR803BLT	ENCFF242LEO	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_inflammatory_macrophage_ENCSR803BLT_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_inflammatory_macrophage_ENCSR803BLT_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_inflammatory_macrophage_ENCSR803BLT_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_inflammatory_macrophage_ENCSR803BLT_thresholded_predictions.tsv.gz	syn55176719	syn55176723	syn55176716	syn55176717
inflammatory_macrophage_ENCSR226JLK	ENCFF734GJO	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_inflammatory_macrophage_ENCSR226JLK_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_inflammatory_macrophage_ENCSR226JLK_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_inflammatory_macrophage_ENCSR226JLK_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_inflammatory_macrophage_ENCSR226JLK_thresholded_predictions.tsv.gz	syn55176722	syn55176728	syn55176720	syn55176721
inflammatory_macrophage_ENCSR593WXK	ENCFF695BGO	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_inflammatory_macrophage_ENCSR593WXK_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_inflammatory_macrophage_ENCSR593WXK_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_inflammatory_macrophage_ENCSR593WXK_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_inflammatory_macrophage_ENCSR593WXK_thresholded_predictions.tsv.gz	syn55176729	syn55176732	syn55176725	syn55176726
